agmasto	fu'ivla      \nx_1 estas masto de ŝipo x_2\nRigardu ankaŭ {bloti}
viska	gismu   \n-vis-   \n-vi'a-      \nx_1 vidas/vide perceptas x_2-on sub kondiĉoj x_3\nx_3 povas inkluzivi ĉirkaŭan lumigon, fonon, ktp. kio povas influi al tio, kion oni perceptas; rimarku ke esperanta &quot;vidi&quot; povas signifi &quot;kompreni, koni&quot;.  (kp.catlu, jvinu, kanla, minra, simlu, djuno, jimpe, zgana, ganse)
vitci	gismu   \n-vit-      \nx_1 estas neregula/okaza/intermita en eco/action/aspekto x_2\nVidu ankaŭ {ranji}, {rufsu}, {suksa}.
vitke	gismu   \n-vi'e-      \nx_1 estas gasto/vizitanto de x_2 je loko/okazo x_3; x_1 vizitas x_2-on/x_3-on\nVidu ankaŭ {friti}, {klama}, {zasni}, {xabju}, {zvati}.
vitno	gismu   \n-vi'o-      \nx_1 estas porĉiama/konstanta/daŭra/[eterna] en eco x_2 (ka) laŭ normo x_3 [tempodaŭro/atendanto]\nVidu ankaŭ {stodi}, {cimni}, {zasni}, {manfo}, {stali}.
vlagi	gismu   \n-lag-      \nx_1 estas (la) vulvo [korpoparto] de x_2\nVidu ankaŭ {cinse}, {gletu}, {pinji}, {plibu}, {vibna}, {mabla}.
vlile	gismu   \n-vil-      \nx_1 estas perforta okazo/stato/ago\nVidu ankaŭ {suksa}, {jursa}.
vlina	gismu      \nx_1 estas logika disjunkcio/alterno, asertanta ke x_2 (du'u) kaj/aŭ x_3 (du'u) estas veraj\nVidu ankaŭ {kanxe}, cmavo {a}, {ja}, {gi'a}, {gu'a}.
vlipa	gismu   \n-vli-      \nx_1 havas potencon por kaŭzi x_2-on sub kondiĉoj x_3; x_1 estas potenca laŭ aspekto x_2 sub x_3\nAnkaŭ: havas regon.  Vidu ankaŭ {tsali}, {jitro}, {ruble}.
vo	cmavo   \n-von-      \ncifero/nombro: 4 (cifero)
vofli	gismu   \n-vol-   \n-voi-      \nx_1 flugas [en aero/atmosfero] per leva/pela rimedo x_2\nVidu ankaŭ {cipni}, {klama}, {vinji}.
voksa	gismu   \n-vok-   \n-vo'a-      \nx_1 estas voĉo/parolsono de individuo x_2\nVidu ankaŭ {sance}, {tirna}, {bacru}.
volve	experimental gismu      \nx_1 revenas al x_2 el x_3; x_1 movas reen al x_2 el x_3.\nRigardu ankaŭ {volvygau} - 'redoni', {benji}, {krefu}, {rapli}, {rinka}.
volvygau	lujvo      \nx_1 (aganto) redonas x_2-on al elira/antaŭa stato x_3 elde x_4; x_2 revenas/reiras al x_3 de x_4\nx3 povas esti loko aŭ homo aŭ okazo/situacio; tiu lasta povas ankaŭ esti esprimata per {krefu} aŭ {rapli} kaj kaŭzativo kiel {rinka}/{rikygau})). Vidu ankaŭ {benji}, {krefu}, {rapli}, {rinka}.
vorme	gismu   \n-vor-   \n-vro-      \nx_1 estas pordo/enirejo inter x_2 kaj x_3 de strukturo x_4\nRimarku: emfazo sur vojeco; solida pordo (= vrogai/vrobi'u/vrozu'itci).  Vidu ankaŭ {canko}, {ganlo}, {kalri}, {murta}, {pagre}, {bitmu}, {kuspe}.
vraga	gismu   \n-vra-      \nx_1 estas levilo [de aparato] por fari x_2-on [funkcio/ago], kun pivoto/apogpunkto x_3 kaj brako x_4\nVidu ankaŭ {tutci}, {pulni}.
vreji	gismu   \n-rej-   \n-vei-      \nx_1 estas registro de x_2 (datenoj/faktoj/du'u) pri x_3 (objekto/okazo) konservita en medio x_4\nVidu ankaŭ {sorcu}, {datni}, {papri}.
vreta	gismu   \n-vre-      \nx_1 kuŝas/sin apogas/ripozas sur x_2\nVidu ankaŭ {cpana}, {surla}, {zutse}, {ckana}, {lazni}.
vrici	gismu      \nx_1 (set/mass/ind.) estas diversa/multspeca/sortimenta en eco x_2 (ka)\nVidu ankaŭ {klesi}, {girzu}, {frica}, {simsa}, {panra}.
vrude	gismu   \n-vud-   \n-vu'e-      \nx_1 estas virta/sankta/[morale bona] laŭ normo x_2\nSankta (= {cesyvu'e}).  Vidu ankaŭ {palci}, {xamgu}, {marde}, {zabna}.
vrusi	gismu   \n-vus-   \n-vu'i-      \nx_1 (ka) estas gusto de/eligita de x_2; x_2 gustas x_1-e\nAnkaŭ: x_2 gustas je spicaĵo x_1, x_1 estas spica gusto de x_2 (= {tsapyvu'i}); vrusi povas ampleksi la sensojn de gustumo kaj flaro, ĉar ĉi tiu lasta estas signifa parto de la gustumo.  Vidu ankaŭ {kukte}, {tsapi}, {cpina}, {panci}.
vu	cmavo   \n-vuz-      \nloka distanco: longa distanco; tie for\nVidu ankaŭ {darno}, cmavo {vi}, {va}.
vukro	gismu   \n-vur-   \n-vu'o-      \nx_1 montras ukrainan lingvon/kulturon/naciecon laŭ aspekto x_2\nVidu ankaŭ {slovo}, {softo}.
xa	cmavo   \n-xav-      \ncifero/nombro: 6 (cifero)
xa'anze	fu'ivla      \nx_1 estas Hansa/Hansana/apartenas al la Hansa Ligo laŭ aspekto x_2\nVidu ankaŭ {canja}, {bijgri}, {bloti}, {dotco}, {baurnudusu}.
xabju	gismu   \n-xa'u-      \nx_1 loĝas en loko/loĝejo/nesto/hejmo x_2\nVidu ankaŭ {ginka}, {zdani}, {zvati}, {stuzi}, {jmive}, {stali}, {vitke}.
xadba	gismu   \n-xab-      \nx_1 estas precize/proksimume duono de x_2 laŭ normo x_3\nVidu ankaŭ {mulno}, {pagbu}.
xadni	gismu   \n-xad-      \nx_1 estas (la) korpo/kadavro de x_2; (adjektivo:) x_1 estas korpa\n(kp. menli, prŭi, sluji, mulno, cutne)
xagji	gismu      \nx_1 estas malsata; x_1 bezonas/volas manĝon/brulaĵon/energifonton x_2\nVidu ankaŭ {cidja}, {citka}, {djica}, {nitcu}, {taske}.
xagri	gismu      \nx_1 estas ŝalmo/hobojo/klarneto/saksofono [anĉa muzikinstrumento] kun anĉo/langeto x_2\nVidu ankaŭ {zgike}.
xajmi	gismu   \n-xam-      \nx_1 estas komika/amuza al x_2 en eco/aspekto x_3 (nu/ka); x_2 trovas x_3-on amuza pri x_1\nAnkaŭ: x_1 estas komikisto (= {xampre}, xamseljibri por profesia {komikisto}).  (x_1 povas esti homo/objekto aŭ abstraktaĵo; estu singarda pri ebla sumti-levigo); Vidu ankaŭ {bebna}, {cisma}, {cmila}, fenki,{zdile}.
xaksu	gismu   \n-xak-      \nx_1 (okazo) foruzas/konsumas/[malŝparas] x_2-on [rimedo]\nForĵetaĵo (= {fesxaksu}, {dusxaksu}).  Vidu ankaŭ {citka}, {festi}, {daspo}, {livla}, {pinxe}.
xalbo	gismu      \nx_1 estas frivola/malserioza pri x_2 (abstraktaĵo)\nVidu ankaŭ {junri}, {linto}.
xalka	gismu   \n-xal-      \nx_1 estas kvanto da/enhavas/konsistas el alkoholo de tipo x_2 el fonto/procedo x_3\nVidu ankaŭ {birje}, {jikru}, {vanju}.
xalni	gismu      \nx_1 (homo) panikas pro krizo x_2 (okazo/stato)\nVidu ankaŭ {ckape}, {snura}, {terpa}, {xanka}.
xamgu	gismu   \n-xag-   \n-xau-      \nx_1 (objekto/okazo) estas bona/utila/agrabla/[akceptebla] por x_2 laŭ normo x_3\nAkceptebla (= {mlixau}, {norxau}, {xaurselcru}).  Vidu ankaŭ {melbi}, {xlali}, {vrude}, {zabna}.
xampo	gismu   \n-xap-   \n-xa'o-      \nx_1 estas x_2 amperoj [metra unuo] en kurento (defaŭlte 1) laŭ normo x_3\nVidu ankaŭ {dikca}, {flecu}, {centi}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {megdo}, {mikri}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}.
xamsi	gismu   \n-xas-      \nx_1 estas maro/oceano/golfo/[atmosfero] de planedo x_2, el fluido x_3\nAnkaŭ: atmosfero (= {varxamsi}, {varsenta}).  Vidu ankaŭ {daplu}, {djacu}, {lalxu}, {rirxe}, {tumla}, {vacri}, {zbani}, {ctaru}.
xance	gismu   \n-xan-   \n-xa'e-      \nx_1 estas mano [korpoparto] de x_2; [metafore: manipulilo]\nVidu ankaŭ {birka}, {degji}, {jitro}, {xlura}, {jamfu}, {tamji}.
xanka	gismu      \nx_1 estas nervoza/maltrankvila/malpacienca pri x_2 (abstraktaĵo) sub kondiĉoj x_3\nVidu ankaŭ {xalni}, {terpa}, {raktu}.
xanri	gismu   \n-xar-      \nx_1 [koncepto] estas fantazia/imagita de x_2\nAnkaŭ: (adjektivo:) x_1 estas mensa (unu senco), x_1 estas nereala (unu senco); spite la sinonimo, rimarku ke tio ke x_2 estas imagata ne implicas ke ĝi ne ekzistas en la reala mondo; la difino estas verkita tiel ke oni povas paroli pri imagitaj aferoj sen aserti ke ili vere ekzistas.  Vidu ankaŭ {fatci}, {senva}, {sucta}, {zasti}, {cfika}, {dacti}, {menli}, {sidbo}.
xanto	gismu      \nx_1 estas elefanto de speco/raso x_2\nVidu ankaŭ {mabru}, {barda}.
xarci	gismu   \n-xac-   \n-xa'i-      \nx_1 estas armilo por uzi kontraŭ x_2 fare de x_3\nKanono (= {celxa'i}).  Vidu ankaŭ {jenmi}, {sonci}, {catra}.
xarju	gismu   \n-xaj-      \nx_1 estas porko/apro de speco/raso x_2\nPorkino (= {fetxarju}), virporko (= {nakyxarju}), porkaĵo (= {xajre'u}), porkido (= {citxarju}).  Vidu ankaŭ {mabru}, {cange}.
xarnu	gismu      \nx_1 estas obstina/vole kontraŭanta/rezistanta x_2-on pri x_3 (okazo/stato)\nx_2 povas esti homo, stato aŭ kondiĉo, aŭ forto; la esenco estas vola rezisto.  Vidu ankaŭ {tinsa}, {pante}, {bapli}, {fapro}.
xasli	gismu      \nx_1 estas azeno de speco/raso x_2\nVidu ankaŭ {xirma}, {kumte}.
xasne	gismu      \nx_1 estas ŝvito el korpo x_2, ekskreciita de glando/organo x_3\nVidu ankaŭ {pinca}, {vikmi}, {cigla}.
xatra	gismu   \n-xa'a-      \nx_1 estas letero/[mesaĝo] por celita(j) ricevanto(j) x_2 de aŭtoro x_3 kun enhavo x_4\n(kp. notci, kiu has places in a different order; la emphasis in xatra estas on la communication inter author kaj recipient, kaj not la content, kiu in a letter may not easily be categorizedtoa 'subject';ciska,mrilu,papri)
xatsi	gismu   \n-xat-      \nx_1 estas trilionono [1x_10**-18] de x_2 laŭ dimensio/aspekto x_3 (defaŭlte unuoj)\n(kp. grake, mitre, snidu, stero, delno, molro, kelvo, xampo, gradu. litce, merli, centi, decti, dekto, femti, gigdo, gocti, gotro, kilto, megdo, mikri, milti, nanvi, petso,picti,terto, xecto, xexso, zepti, zetro)
xazdo	gismu   \n-xaz-   \n-zdo-      \nx_1 montras azian kulturon/naciecon/geografion laŭ aspekto x_2\nVidu ankaŭ {polno}, {friko}, {jungo}, {rusko}, {ropno}.
xe	cmavo   \n-xel-      \n5-a revicigo; interŝanĝas 1-an/5-an lokojn
xebni	gismu   \n-xen-   \n-xei-      \nx_1 malamas/malestimas x_2-on (objekto/abstraktaĵo)\nVidu ankaŭ {djica}, {nitcu}, {rigni}, {prami}, {nelci}.
xebro	gismu   \n-xeb-   \n-bro-      \nx_1 montras hebrean/judan/izraelan kulturon/naciecon/lingvon laŭ aspekto x_2\nVidu ankaŭ {filso}.
xecto	gismu   \n-xet-   \n-cto-      \nx_1 estas cento [100; 1x_10**2] da x_2 laŭ dimensio/aspekto x_3 (defaŭlte unuoj)\n(kp. grake, mitre, snidu, stero, delno, molro, kelvo, xampo, gradu. litce, merli, centi, decti, dekto, femti, gigdo, gocti, gotro, kilto, megdo, mikri, milti, nanvi, petso, picti, terto, xatsi,xexso,zepti,zetro)
xedja	gismu   \n-xej-   \n-xe'a-      \nx_1 estas (la) makzelo [korpoparto] de x_2\nVidu ankaŭ {stedu}.
xekri	gismu   \n-xek-   \n-xe'i-      \nx_1 estas nigra/tre malhela [koloradjektivo]\nVidu ankaŭ {blabi}, {grusi}, {manku}, {skari}, {xekri}, {kandi}, {carmi}, {blanu}, {bunre}, {cicna}, {crino}, {narju}, {nukni}, {pelxu}, {xunre}, {zirpu}.
xelso	gismu   \n-xes-      \nx_1 montras grekan/helenan kulturon/naciecon/lingvon laŭ aspekto x_2\nVidu ankaŭ {latmo}, {ropno}.
xendo	gismu   \n-xed-   \n-xe'o-      \nx_1 (homo) estas afabla al x_2 en ago/konduto x_3\nVidu ankaŭ {cinmo}, {kecti}, {pendo}, {kusru}.
xenru	gismu   \n-xer-   \n-xe'u-      \nx_1 bedaŭras (abstraktaĵon) x_2-on\nAnkaŭ: x_1 sentas rimorson/memriproĉon pri x_2 (= {zugyxe'u}).  (kp. cmavo .u'u, zungi)
xexso	gismu   \n-xex-      \nx_1 estas triliono [1x_10**18] da x_2 laŭ dimensio/aspekto x_3 (defaŭlte unuoj)\n(kp. grake, mitre, snidu, stero, delno, molro, kelvo, xampo, gradu. litce, merli, centi, decti, dekto, femti, gigdo, gocti, gotro, kilto, megdo, mikri, milti, nanvi, petso,picti, terto,xatsi,xecto, zepti,zetro)
xindo	gismu   \n-xin-      \nx_1 montras hindan lingvon/kulturon/religion laŭ aspekto x_2\nDefaŭlte ne inkluzivas la urduan; bharata naciecon povas esti implicita (kiam limigita per xingu'e).  Vidu ankaŭ {srito}, {xurdo}, {bengo}.
xinmo	gismu   \n-xim-      \nx_1 estas kvanto da inko de koloro/pigmento x_2 por skribilo x_3\nVidu ankaŭ {penbi}.
xirma	gismu   \n-xir-   \n-xi'a-      \nx_1 estas ĉevalo de speco/raso x_2\nVidu ankaŭ {sufti}, {xasli}, {kumte}.
xislu	gismu   \n-xil-   \n-xi'u-      \nx_1 estas rado [ilo] de aparato/veturilo x_2, farita el materialoj/kun ecoj x_3\nVidu ankaŭ {carce}, {karce}, {pulni}, {tutci}.
xispo	gismu   \n-xip-      \nx_1 montras hispanamerikan kulturon/naciecojn laŭ aspekto x_2\nTemas pri hispanlingvaj latinamerikaj landoj, ne Brazilo/Gujano.  Vidu ankaŭ {merko}, {mexno}, {spano}, {ketco}, {bemro}, {gento}.
xlali	gismu   \n-xla-      \nx_1 estas malbona por x_2 laŭ normo x_3; x_1 estas neakceptebla por x_2\nZorge distingu malbona/neakcepteblan okazon disde malbona/neakceptebla aganto: x_1 faras malbone (= lenu ko'a gasnu cu xlali kaj ne ĝenerale ko'a xlali).  Vidu ankaŭ {palci}, {mabla}, xamgu,{betri}.
xlura	gismu   \n-xlu-      \nx_1 (aganto) influas/logas/tentas x_2-on fari agon/staton x_3 per influo/minaco/logo x_4\nAnkaŭ: impresi; x_4 estas alloga (= trivelxlu por reordigo de {lokoj}); x_3 povas esti jam atingita ago/stato, aŭ provo fari agon/enigi staton).  (x_3 kaj x_4 ĝenerale estas okazoj aŭ statoj);Vidu ankaŭ {djica}, {mukti}, {trina}, {jitro}, {sazri}, {tcica}, {xance}, {stidi}, {kajde}, {maksi}.
xotli	gismu   \n-xol-   \n-xoi-      \nx_1 estas hotelo/gastejo/loĝdomo en loko x_2 administrita de x_3\nVidu ankaŭ {barja}, {gusta}.
xrabo	gismu   \n-rab-      \nx_1 montras araban kulturon/naciecon laŭ aspekto x_2\nVidu ankaŭ {sadjo}, {semto}, {lubno}, {rakso}, {sirxo}.
xrani	gismu   \n-xai-      \nx_1 (okazo) vundas/difektas viktimon x_2 en eco x_3 (ka) kun rezulta vundo x_4 (stato)\nVidu ankaŭ {cortu}, {daspo}, {spofu}, {katna}, {porpi}.
xriso	gismu   \n-xis-   \n-xi'o-      \nx_1 apartenas al la kristanan religion/kulturon/naciecon laŭ aspekto x_2\nVidu ankaŭ {jegvo}, {lijda}.
xruba	gismu   \n-xub-      \nx_1 estas kvanto da fagopiro/rabarbo de speco/raso x_2\nVidu ankaŭ {spati}.
xruki	gismu   \n-xuk-      \nx_1 estas meleagro [manĝaĵo/birdo] de speco/raso x_2\nVidu ankaŭ {cipni}.
xrula	gismu   \n-rul-      \nx_1 estas floro [korpoparto] de planto/speco x_2; (adjektivo:) x_1 estas flora\nVidu ankaŭ {spati}.
xruti	gismu   \n-xru-      \nx_1 (aganto) redonas x_2-on al elira/antaŭa stato x_3 elde x_4; x_2 revenas/reiras al x_3 de x_4\n({se'ixru} por aganto reportanta sin mem al antaŭa loko/situacio: renombri lokojn en lujvo); (x_3 povas esti loko aŭ homo aŭ okazo/situacio; tiu lasta povas ankaŭ esti esprimata per {krefu} aŭ {rapli} kaj kaŭzativo kiel {rinka}/{rikygau})). Vidu ankaŭ {benji}, {krefu}, {rapli}, {rinka}.
xukmi	gismu   \n-xum-   \n-xu'i-      \nx_1 estas instanco de substanco/kemiaĵo/drogo x_2 (individuo aŭ kolektivaĵo) kun pureco x_3\nVidu ankaŭ {curve}, {cidro}, {marna}, {nimre}.
xunre	gismu   \n-xun-   \n-xu'e-      \nx_1 estas ruĝa/karmezina [koloradjektivo]\nVidu ankaŭ {skari}, {blabi}, {xekri}, {kandi}, {carmi}, {nukni}, {narju}, {rozgu}, {zirpu}.
xurdo	gismu   \n-xur-   \n-xu'o-      \nx_1 montras urduan lingvon/kulturon/naciecon laŭ aspekto x_2\nVidu ankaŭ {kisto}, {srito}, {xindo}.
xusra	gismu   \n-xus-   \n-xu'a-      \nx_1 (aganto) asertas/proklamas/deklaras x_2-on (du'u) vera [uzebla por epistemologio de autoritato]\nAnkaŭ: x_1 diras/pretendas scii ke x_2.  Vidu ankaŭ natfe kiu estas propozicia kaj {neagenta}, {nupre}.
xutla	gismu   \n-xul-      \nx_1 estas glata/ebena/[mola/silka] en tekseco/reguleco\nVidu ankaŭ {plita}, {rufsu}, {tengu}, {dikni}, {pinta}, {sakli}, {spali}.
zabna	gismu   \n-zan-   \n-za'a-      \nx_1 estas mojosa/bona/utila/agrabla/bela/plaĉa laŭ aspekto x_2 por x_3.\nVidu ankaŭ {xamgu}, {trina}, {melbi}, {pluka}, {mansa}; {mabla}.
za'i	cmavo   \n-zaz-      \nabstraktilo de stato: x_1 estas kontinua stato de [bridi]\nVidu ankaŭ {zasni}, {zasti}, {tcini}.
zajba	gismu   \n-zaj-      \nx_1 gimnastikas/faras gimnastikan ekzercon x_2; x_1 estas gimnastikisto\nVidu ankaŭ {sluji}, {dansu}.
zalvi	gismu   \n-zal-      \nx_1 [individua aŭ aro da malmolaj surfacoj] pistas/pulvorigas x_2-on en pulvoron x_3\nPovas bezoni tanru-on kun mosra.  Vidu ankaŭ {daspo}, {purmo}, {marxa}, {pulce}, {canre}, {molki}.
zanru	gismu   \n-zar-   \n-zau-      \nx_1 aprobas/favoras/apogas planon/agon x_2 (objekto/okazo)\nVidu ankaŭ cmavo {zau}, {natfe}.
za'o	cmavo   \n-za'o-      \nintervala konturo de okazo: kontinuante post la kompleto; superfektivo            |    ----&gt;\nVidu ankaŭ {dukse}.
zarci	gismu   \n-zac-   \n-zai-      \nx_1 estas bazaro/maklerejo/vendejo vendanta/komercanta x_2-on, administrita/partoprenita de x_3                                                    3m 290     [ankaŭ: magazeno, foirejo, kooperativo, butiko; la koncepto estas la funkcio de vendado/interŝanĝo kunigita kun loko, pli orientigita al la pli vasta koncepto de vendplaco ol la budoj/butikoj kiuj konsistigas ĝin, kvankam tiuj ne estas ekskluditaj (= zaisle); x_3 povas inkluzivi kaj posedantojn kaj klientojn en iuj merkatoj, sed plejparte rilatas nur al la partoprenantoj]; (kp. vecnu, canja, dinju, banxa\n)
zargu	gismu   \n-zag-   \n-za'u-      \nx_1 estas (la) pugo/postaĵo [korpoparto] de x_2; [metafore: ronda surfaco, subteno]\nVidu ankaŭ {ganxo}, {mabla}.
zasni	gismu   \n-zas-      \nx_1 estas provizora/dumtempa/maldaŭra/efemera/ŝanĝiĝonta en eco x_2 laŭ normo/atendo de x_3\nVidu ankaŭ {vitno}, {stodi}, {cenba}, {galfi}, {binxo}, {stika}, {stali}, {tcini}, {vitke}.
zasti	gismu   \n-zat-   \n-za'i-      \nx_1 ekzistas/estas reala/efektiva por x_2 laŭ metafiziko x_3\nVortoj uzeblaj por epistemologio tipe havas du'u-argumenton.  x_1 estas fizika (unu senco).  Vidu ankaŭ {fatci}, {xanri}.
zbabu	gismu   \n-bab-      \nx_1 estas kvanto da/enhavas/konsistas el sapo el fonto x_2 de konsisto enhavanta x_3-on\nVidu ankaŭ {lumci}, {fonmo}.
zbani	gismu      \nx_1 estas golfo en/de marbordo x_2\nVidu ankaŭ {lalxu}, {xamsi}.
zbasu	gismu   \n-zba-      \nx_1 faras/konstruas/kunigas/fabrikas/kreas x_2-on el materialoj/partoj/eroj x_3\nNe uzebla por esprimi kaŭzon.  Vidu ankaŭ {cupra}, {larcu}, {rutni}, {finti}, {gundi}.
zbepi	gismu   \n-zbe-      \nx_1 estas piedestalo/bazo/podio subtenanta x_2-on (objekto/okazo), el materialoj/ecoj x_3\nPallet (= {lafyzbe}).  Vidu ankaŭ {jamfu}, {jicmu}, {jubme}, {tuple}, {ckana}, {cpana}, {loldi}, {sanli}.
zdani	gismu   \n-zda-      \nx_1 estas nesto/domo/kuŝejo/[hejmo] de/por x_2\nHejmo (= {tercnizda}), domo (konstruaĵo) (= {zdadi'u}).  Vidu ankaŭ {dinju}, {ginka}, {kumfa}, se {xabju}.
zdile	gismu   \n-zdi-      \nx_1 (abstraktaĵo) distras/amuzas x_2-on pro eco/aspekto x_3; x_3 estas kio amuszas x_2-on pri x_1\n(ankaŭ: x_1 plaĉe okupas x_2-on; x_1 estas amuzaĵo/Ludo. por x_2; x_2 estas amuzita de x_1; x_2 amuziĝas farante x_1); Vidu ankaŭ {cinri}, {panka}, xajmi por {'funny'}, {kelci}.
ze	cmavo   \n-zel-      \n      cifero/nombro: 7 (cifero)
ze'e	cmavo   \n-ze'e-      \ntempa intervalo: ĉiam, la tuta tempo (rafsi reprezentas ian ajn tempan intervalon)
zekri	gismu   \n-zer-   \n-zei-      \nx_1 (okazo/stato) estas punebla krimo/[tabuo/peko] por popolo/kulturo/juĝantaro/ĵurio x_2\nTabuo (= {kluzei}, {cacyzei}); peko (= {madzei}, {jdamadzei}); herezo (= {jdazei}).  Vidu ankaŭ {flalu}, {sfasa}, {zungi}, {palci}, {lijda}, {pajni}, {javni}, {tcaci}, {marde}, {pulji}, {tinbe}.
zenba	gismu   \n-zen-   \n-ze'a-      \nx_1 pliiĝas/pligrandiĝas laŭ eco x_2 en kvanto x_3\nVidu ankaŭ {jdika}, {zmadu}, {banro}, {jmina}.
ze'o	cmavo   \n-zev-   \n-ze'o-      \nloka rilato/direkto; trans/pli malproksime ol...
zepti	gismu   \n-zep-      \nx_1 estas miltrilionono [1x_10**-21] de x_2 laŭ dimensio/aspekto x_3 (defaŭlte unuoj)\n(kp. grake, mitre, snidu, stero, delno, molro, kelvo, xampo, gradu. litce, merli, centi, decti, dekto, femti, gigdo, gocti, gotro, kilto, megdo, mikri, milti, nanvi, petso,picti, terto, xatsi,xecto, xexso, zetro)
zetro	gismu   \n-zet-      \nx_1 estas mil trilionoj [1x_10**21] da x_2 laŭ dimensio/aspekto x_3 (defaŭlte unuoj)\n(kp. grake, mitre, snidu, stero, delno, molro, kelvo, xampo, gradu. litce, merli, centi, decti, dekto, femti, gigdo, gocti, gotro, kilto, megdo, mikri, milti, nanvi, petso,picti, terto, xatsi,xecto, xexso, zepti)
zgana	gismu   \n-zga-      \nx_1 observas/[rimarkas]/rigardas x_2-on per senso/rimedo x_3 sub kondiĉoj x_4\nVidi/rigardi (= {vi'azga}); gardisto/sentinelo (= {zgaku'i}, {jdeku'i}).  Vidu ankaŭ cmavo {ga'a}, {ganse}, {viska}, {catlu}, {tirna}, {pencu}, {sumne}, {kurji}, {canci}, {catlu}, {jarco}, {lanli}, {pinka}, {simlu}.
zgike	gismu   \n-zgi-   \n-gi'e-      \nx_1 estas muziko ludata/produktata de x_2 (okazo)\nOkazo x_2 povas esti homo ludanta instrumenton, kantanta, muzika fonto funkcianta/vibranta, ktp.; instrumento (= {zgica'a}); ludi instrumenton (= {zgica'apli}, {zgiterca'a}, {selzgigau}, {selzgizu'e}); kanto (= {sagzgi}, {selsa'a}); voĉo, uzita muzike (= {zgivo'a}); componita muziko (= {finzgi}).  Vidu ankaŭ {damri}, {dansu}, {flani}, {janbe}, {jgita}, {pipno}, {rilti}, {tabra}, {tonga}, {xagri}, {siclu}.
zifre	gismu   \n-zif-   \n-zi'e-      \nx_1 estas libera por fari/esti x_2 (okazo/stato) sub kondiĉoj x_3\nAnkaŭ: nelimigita, nemalhelpita, senĝena; (adjektivo:) sendependa; (adverbo:) vole, volonte, libere, laŭvole; (potential:) x_1 vole faras x_2.  Vidu ankaŭ {pinfu}, {rinju}, bilga,{curmi}, {kakne}, {frili}.
zinki	gismu   \n-zin-   \n-zi'i-      \nx_1 estas kvanto da/enhavas/konsistas el zinko (Zn); [metafore: malmola metalo]\nVidu ankaŭ {jinme}.
zi'o	cmavo   \n-zil-      \npro-sumti: forstrekas lokon de sumti el la strukturo de selbri; ŝanĝas semantikon de selbri
zirpu	gismu   \n-zir-   \n-zi'u-      \nx_1 estas purpura/violkolora [koloradjektivo]\nVidu ankaŭ {skari}, {blabi}, {xekri}, {kandi}, {carmi}, {nukni}, {blanu}, {xunre}.
zivle	gismu   \n-ziv-   \n-vle-      \nx_1 (aganto) investas rimedojn x_2 en investo x_3 atendanta profiton x_4 (objekto(j)/okazo)\n(ankaŭ: ties up/Riski/vetludi.  x_1 estas investanto; x_2 estas investitaj aktivoj de x_1; obligacio (= {jertervle})); Vidu ankaŭ {prali}, {canja}, {jbera}, {dejni}, {ponse}.
zmadu	gismu   \n-zma-   \n-mau-      \nx_1 estas pli ol x_2 laŭ eco/kvanto x_3 (ka/ni) en kvanto x_4\nAnkaŭ: positiva (= {nonmau}).  Vidu ankaŭ cmavo {mau}, {mleca}, {zenba}, {jmina}, {bancu}, {dukse}, {traji}.
zmiku	gismu   \n-zmi-      \nx_1 estas aŭtomata en funkcio x_2 sub kondiĉoj x_3\nVidu ankaŭ {macnu}.
zo'a	cmavo   \n-zon-   \n-zo'a-      \nloka rilato/direkto; preter/pasante laŭ ...\nVidu ankaŭ {pencu}, {tanjo}.
zo'i	cmavo   \n-zor-   \n-zo'i-      \nloka rilato/direkto; maltrans/pli malproksime ol ...\nVidu ankaŭ {nenri}, {setca}.
zukte	gismu   \n-zuk-   \n-zu'e-      \nx_1 estas vola estulo faranta agon x_2 kun celo x_3\nAnkaŭ: entrepreni, fari; agenta kaŭzo kun volo/celo.  Vidu ankaŭ cmavo {zu'e}, {bapli}, {gunka}, {jalge}, {krinu}, {mukti}, {rinka}, {snuti}, {gasnu}, {fasnu}, {minji}, {prenu}, {ciksi}, {jibri}, pilno,pluta,tadji,{tutci}.
